RegistrationNo,ProductName,TotalContent,FirstProve,Period,Toxicity,Company,Remark,ScrapedAt
PD20210991,1-methylcyclopropene(1-MCP),3.3%,2021.06.11,2031.06.10,Lowly Toxic,"Shaanxi Syner Crop Protection Co., Ltd",2023年2月15日，变更原持有人南通德益化工有限公司。,2026-05-03T19:11:18.339953
PD20210990,(+)-abscisic acid,10%,2021.06.11,2031.06.10,Lowly Toxic,无,2024年4月28日，变更原持有人陕西大成作物保护有限公司。,2026-05-03T19:11:19.971010
PD20210989,1-methylcyclopropene(1-MCP),0.03%,2021.06.11,2031.06.10,Lowly Toxic,"Qingdao Fengbang Agrochemical Co.,Ltd",2022年06月01日，增加葡萄保鲜。,2026-05-03T19:11:19.971010
PD20210988,6-benzylamino-purine,5%,2021.06.11,2031.06.10,Lowly Toxic,无,2024年4月28日，变更原持有人陕西大成作物保护有限公司。,2026-05-03T19:11:19.971010
PD20210987,ethephon,20%,2021.06.11,2031.06.10,Lowly Toxic,,2022年01月08日，登记证持有人变更，原持有人为江苏省常熟市农药厂有限公司。,2026-05-03T19:11:19.971010
PD20210986,24-epibrassinolide、6-benzylamino-purine,5%,2021.06.11,2031.06.10,Lowly Toxic,"SHAANXI HENGTIAN BIOLOGICAL AGRICULTURE CO.,LTD",,2026-05-03T19:11:19.971010
PD20210985,abamectin、fosthiazate,10.5%,2021.06.11,2031.06.10,Lowly Toxic (technical material is highly toxic),,,2026-05-03T19:11:19.971010
PD20210984,bordeaux mixture,80%,2021.06.11,2031.06.10,Lowly Toxic,,2023年7月23日，增加烟草野火病、柑橘树溃疡病。,2026-05-03T19:11:19.971010
PD20210983,copper calcium sulphate,77%,2021.06.11,2031.06.10,Lowly Toxic,abc,2022年02月17日，增加黄瓜细菌性角斑病。,2026-05-03T19:11:19.971010
PD20210982,hexaconazole,5%,2021.06.11,2031.06.10,Lowly Toxic,,2025年3月6日，变更原持有人印度TAGROS公司。,2026-05-03T19:11:19.971010
PD20210981,copper hydroxide,77%,2021.06.11,2031.06.10,Lowly Toxic,,2022年06月01日，增加黄瓜细菌性角斑病、葡萄霜霉病。 2026年1月21日，增加马铃薯晚疫病。,2026-05-03T19:11:19.971010
PD20210980,cymoxanil、mandipropamid,43%,2021.06.11,2031.06.10,Lowly Toxic,Syngenta Crop Protection AG,2023年7月23日，增加番茄晚疫病。,2026-05-03T19:11:19.971010
PD20210979,tebuconazole、fludioxonil,0.6%,2021.06.11,2031.06.10,Lowly Toxic,"HeiLongJiang DaDiFeng Agricultural SCI-Tech Development Co., Ltd",,2026-05-03T19:11:19.971010
PD20210976,pyraclostrobin、bromothalonil,30%,2021.06.11,2031.06.10,Lowly Toxic,"Shaanxi Tunpsion Biological Technology Co., Ltd.",,2026-05-03T19:11:19.971010
PD20210975,metalaxyl-M、hymexazol,1.2%,2021.06.11,2031.06.10,Lowly Toxic,Ruyang Ziqiang Biotechnology co. ，LTD,,2026-05-03T19:11:19.971010
PD20210974,paecilomyces lilacinus,5亿孢子/克,2021.06.11,2031.06.10,Lowly Toxic,"HEBEI ZHONG BAO GREEN AGRICULTURE CROP SCIENCE CO., LTD.",,2026-05-03T19:11:19.971010
PD20210973,pyraclostrobin,25%,2021.06.11,2031.06.10,Lowly Toxic,,,2026-05-03T19:11:19.971010
PD20210972,Physcion,0.05%,2021.06.11,2031.06.10,Lowly Toxic,"Lier Cropscience Co.,Ltd",2024年11月12日，增加辣椒病毒病。 2025年7月4日，增加大豆炭疽病。,2026-05-03T19:11:19.971010
PD20210971,difenoconazole、bupirimate,30%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Hailir Chemical Co., Ltd.",2024年2月4日，变更原持有人山东省青岛奥迪斯生物科技有限公司。2024年7月4日，变更原持有人海利尔药业集团股份有限公司。,2026-05-03T19:11:19.971010
PD20210970,trichoderma harzianum,3亿CFU/克,2021.06.11,2031.06.10,Slightly Toxic,,2022年06月01日，增加小白菜根肿病。 2023年4月3日，增加番茄立枯病。2024年3月29日，变更原持有人山东拜沃生物技术有限公司。,2026-05-03T19:11:19.971010
PD20210969,tetramycin、trifloxystrobin,12%,2021.06.11,2031.06.10,Lowly Toxic,"Jiangxi High Quality Bio-Tech Co., Ltd.",2024年2月4日，变更原持有人山东省青岛奥迪斯生物科技有限公司。2024年12月16日，变更原持有人海利尔药业集团股份有限公司。,2026-05-03T19:11:19.971010
PD20210968,fludioxonil、hymexazol,0.5%,2021.06.11,2031.06.10,Lowly Toxic,"SHAANXI BIOGEN CROP SCIENCE CO., LTD",2023年11月6日，变更原持有人山东兆丰年生物科技有限公司。2024年2月4日，变更原持有人深圳诺普信农化股份有限公司。,2026-05-03T19:11:19.971010
PD20210967,polyoxin B、thifluzamide,20%,2021.06.11,2031.06.10,Lowly Toxic,"Qingdao Audis Bio-tech Co., Ltd.",2025年9月25日，变更原持有人山东省青岛奥迪斯生物科技有限公司。2026年2月12日，变更原持有人青岛奥迪斯生物科技有限公司。,2026-05-03T19:11:19.971010
PD20210966,prochloraz,45%,2021.06.11,2031.06.10,Lowly Toxic,"SHANDONG HUAYANG PESTICIDE CHEMICAL INDUSTRY GROUP CO., LTD",,2026-05-03T19:11:19.971010
PD20210965,boscalid,50%,2021.06.11,2031.06.10,Lowly Toxic,"Zhejiang Xinan Chemical Industrial Group Co., Ltd.",,2026-05-03T19:11:19.971010
PD20210964,fludioxonil,25克/升,2021.06.11,2031.06.10,Lowly Toxic,"SHANDONG HUAYANG PESTICIDE CHEMICAL INDUSTRY GROUP CO., LTD",,2026-05-03T19:11:19.971010
PD20210963,azoxystrobin、hymexazol,0.4%,2021.06.11,2031.06.10,Lowly Toxic,"JINAN TIANYUBAIHE PLANT NUTRITION TECHNOLOGY CO., LTD",2023年11月6日，变更原持有人山东汤普乐作物科学有限公司。,2026-05-03T19:11:19.971010
PD20210962,copper hydroxide、copper oxychloride,34%,2021.06.11,2031.06.10,Lowly Toxic,"Hunan Suncas Agricultural Development Co., Ltd",2024年11月26日，增加柑橘树溃疡病。,2026-05-03T19:11:19.971010
PD20210961,cyazofamid、dimethomorph,40%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Dehao Chemical Co., Ltd.",质量浓度460克/升（烯酰吗啉345克/升，氰霜唑115克/升）。  2025年5月30日，标注质量浓度。,2026-05-03T19:11:19.971010
PD20210960,prochloraz、trifloxystrobin,35%,2021.06.11,2031.06.10,Lowly Toxic,"Fujian Sinodashing Biotech Co., LTD",,2026-05-03T19:11:19.971010
PD20210959,azoxystrobin、metalaxyl-M、fludioxonil,11%,2021.06.11,2031.06.10,Lowly Toxic,"Tianjin Kerun North Seed-coating Co., Ltd.",2024年1月24日，增加水稻烂秧病。 2026年4月17日，增加玉米茎基腐病。,2026-05-03T19:11:19.971010
PD20210958,boscalid、pyraclostrobin,38%,2021.06.11,2031.06.10,Lowly Toxic,"Hebei Kuoda Biological Products Co., Ltd",2026年4月17日，增加花生白绢病。,2026-05-03T19:11:19.971010
PD20210957,tricyclazole,75%,2021.06.11,2031.06.10,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",,2026-05-03T19:11:19.971010
PD20210956,pyraclostrobin、epoxiconazole,20%,2021.06.11,2031.06.10,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",,2026-05-03T19:11:19.971010
PD20210955,captan,5%,2021.06.11,2031.06.10,Lowly Toxic,"HEBEI GUANLONG AGROCHEMICAL.CO.,LTD",,2026-05-03T19:11:19.971010
PD20210954,tricyclazole、kasugamycin,22%,2021.06.11,2031.06.10,Lowly Toxic,"Hebei Barn Biological Products Co.,Ltd.",,2026-05-03T19:11:19.971010
PD20210953,propineb、pyraclostrobin,59%,2021.06.11,2031.06.10,Lowly Toxic,"LIMIN CHEMICAL CO., LTD.",,2026-05-03T19:11:19.971010
PD20210952,boscalid、pyraclostrobin,38%,2021.06.11,2031.06.10,Lowly Toxic,"Zhejiang Xinnong Chemical Co.,Ltd",2024年5月21日，增加桃树褐腐病。,2026-05-03T19:11:19.971010
PD20210951,fludioxonil,25克/升,2021.06.11,2031.06.10,Lowly Toxic,"Hebei Green Agrosino Crop Science Co.,Ltd",,2026-05-03T19:11:19.971010
PD20210950,cymoxanil、dimethomorph,70%,2021.06.11,2031.06.10,Lowly Toxic,"YANG ZHOU SULING AGROCHEMICALS CO., LTD",,2026-05-03T19:11:19.971010
PD20210949,fluazinam,500克/升,2021.06.11,2031.06.10,Lowly Toxic,"Anyang New Quanfeng Biological Technology Co., Ltd.",2024年9月19日，变更原持有人鹤壁全丰生物科技有限公司。,2026-05-03T19:11:19.971010
PD20210947,picoxystrobin,10%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Zhongxin Chemical Co. , Ltd.",,2026-05-03T19:11:19.971010
PD20210945,captan、picoxystrobin,50%,2021.06.11,2031.06.10,Lowly Toxic,"Hunan Agriculture University Heartale Chemurgy Co.,Ltd",,2026-05-03T19:11:19.971010
PD20210944,thifluzamide、imidacloprid,13%,2021.06.11,2031.06.10,Lowly Toxic,Weishi country pesticideplant,,2026-05-03T19:11:19.971010
PD20210943,flumetsulam、quizalofop-P-ethyl,16%,2021.06.11,2031.06.10,Lowly Toxic,"Anhui Golden Land Biotechnology Co., Ltd.",2024年6月11日，增加豌豆田一年生杂草。,2026-05-03T19:11:19.971010
PD20210942,topramezone、terbuthylazine,33%,2021.06.11,2031.06.10,Lowly Toxic,"WANRONG CROP TECHNOLOGY CO., LTD",2022年10月24日，变更原持有人安徽金土地生物科技有限公司。 2025年9月1日，增加高粱田一年生杂草。,2026-05-03T19:11:19.971010
PD20210941,atrazine、quinclorac,30%,2021.06.11,2031.06.10,Lowly Toxic,"Tianjin Book Agrochemicals Co., LTD",,2026-05-03T19:11:19.971010
PD20210940,flumioxazin、glufosinate-ammonium,20%,2021.06.11,2031.06.10,Lowly Toxic,SHANDONG RUNYANG CHEMICAL COMPANY,,2026-05-03T19:11:19.971010
PD20210939,cyhalofop-butyl,40%,2021.06.11,2031.06.10,Lowly Toxic,"HEFEI  HENONG  PESTICIDE  CO., LTD.",,2026-05-03T19:11:19.971010
PD20210938,sulfometuron-methyl,10%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong SHANGNONG Agricultural Technology Co., Ltd",,2026-05-03T19:11:19.971010
PD20210937,fluoroglycofen-ethyl、glufosinate-ammonium,11%,2021.06.11,2031.06.10,Lowly Toxic,"Guangxi Limin Pharmaceutical Co.,Ltd",,2026-05-03T19:11:19.971010
PD20210935,metamifop、cyhalofop-butyl,20%,2021.06.11,2031.06.10,Lowly Toxic,"Hefei Xingyu Chemical Co.,Ltd.",,2026-05-03T19:11:19.971010
PD20210934,ametryn、MCPA、mesotrione,70%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Hongye Crop Science Co., LTD",2023年11月23日，变更原持有人山东万豪化工股份有限公司。2024年2月4日，变更原持有人青岛慧至生物科技有限公司。2025年7月4日，变更原持有人山东万豪农化有限公司。,2026-05-03T19:11:19.971010
PD20210933,clodinafop-propargyl、mesosulfuron-methyl、florasulam,8%,2021.06.11,2031.06.10,Slightly Toxic,"Anhui Vision Crop-protection Co.,Ltd",,2026-05-03T19:11:19.971010
PD20210932,bispyribac-sodium,10%,2021.06.11,2031.06.10,Lowly Toxic,"Zhejiang Xinan Chemical Industrial Group Co., Ltd.",,2026-05-03T19:11:19.971010
PD20210931,fomesafen、clethodim、clomazone,39%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Hongye Crop Science Co., LTD",2023年11月23日，变更原持有人山东万豪化工股份有限公司。2024年2月4日，变更原持有人青岛慧至生物科技有限公司。2025年7月4日，变更原持有人山东万豪农化有限公司。,2026-05-03T19:11:19.971010
PD20210930,penoxsulam,5%,2021.06.11,2031.06.10,Lowly Toxic,"Zhejiang Xinan Chemical Industrial Group Co., Ltd.",,2026-05-03T19:11:19.971010
PD20210929,pretilachlor、oxadiargyl,35%,2021.06.11,2031.06.10,Lowly Toxic,"Hefei Xingyu Chemical Co.,Ltd.",,2026-05-03T19:11:19.971010
PD20210928,clethodim,35%,2021.06.11,2031.06.10,Lowly Toxic,"LIAONING CYNDA CHEMICAL CO., LTD.",质量浓度360克/升。 2025年10月30日，增加油菜田一年生禾本科杂草。,2026-05-03T19:11:19.971010
PD20210927,metamifop、cyhalofop-butyl,20%,2021.06.11,2031.06.10,Lowly Toxic,"QINGDAO HANSEN BIOLOGIC SCIENCE CO., LTD",2022年10月24日，变更原持有人山东省青岛瀚生生物科技股份有限公司。,2026-05-03T19:11:19.971010
PD20210926,carfentrazone-ethyl、florasulam,3%,2021.06.11,2031.06.10,Lowly Toxic,,2024年2月4日，变更原持有人山东省天润化工有限公司。,2026-05-03T19:11:19.971010
PD20210925,"2,4-D-ethylhexyl",900克/升,2021.06.11,2031.06.10,Lowly Toxic,"Heilongjiang Green Fengyuan Bio-Technology Co., Ltd",,2026-05-03T19:11:19.971010
PD20210924,MCPA-isooctyl、atrazine、nicosulfuron,45%,2021.06.11,2031.06.10,Lowly Toxic,"Liaonin Jintian Technology Co.,Ltd",,2026-05-03T19:11:19.971010
PD20210923,bentazone,480克/升,2021.06.11,2031.06.10,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",灭草松质量分数40%，灭草松钠盐质量分数 43.7%。,2026-05-03T19:11:19.971010
PD20210922,glufosinate-p,10%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Kesaijinong Biotechnology Co., Ltd.",精草铵膦铵盐10.9%。 2022年12月30日，增加非耕地杂草。2023年3月28日，变更原持有人山东科赛基农生物科技有限公司。,2026-05-03T19:11:19.971010
PD20210921,glyphosate、glufosinate-ammonium,36%,2021.06.11,2031.06.10,Slightly Toxic,Guangxi Shoukong Biotechnology Factory,2023年9月11日，变更原持有人广西首控生物科技厂。,2026-05-03T19:11:19.971010
PD20210920,mesosulfuron-methyl、pinoxaden,8%,2021.06.11,2031.06.10,Lowly Toxic,"ANHUI MIGHTY CHEMICAL CO., LTD.",,2026-05-03T19:11:19.971010
PD20210919,MCPA,61.2%,2021.06.11,2031.06.10,Lowly Toxic,"Anhui Shalonda Biotechnology Co., Ltd.",2甲4氯二甲胺盐含量75%。,2026-05-03T19:11:19.971010
PD20210918,isoproturon、mesosulfuron-methyl,36%,2021.06.11,2031.06.10,Lowly Toxic,"Anhui Vision Crop-protection Co.,Ltd",,2026-05-03T19:11:19.971010
PD20210917,topramezone、terbuthylazine,40%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Sinomey Chemicals Co., Ltd.",,2026-05-03T19:11:19.971010
PD20210916,flumioxazin、pendimethalin,45%,2021.06.11,2031.06.10,Lowly Toxic,"Lier Cropscience Co.,Ltd",2022年01月18日，增加棉花田一年生杂草。,2026-05-03T19:11:19.971010
PD20210915,pinoxaden,5%,2021.06.11,2031.06.10,Lowly Toxic,"Jiangsu Futian Agro-Chemical Co., Ltd",,2026-05-03T19:11:19.971010
PD20210914,"2,4-D-ethylhexyl、metribuzin、metolachlor",82%,2021.06.11,2031.06.10,Lowly Toxic,"SHANDONG VICOME GREENLAND CHEMICAL CO., LTD.",,2026-05-03T19:11:19.971010
PD20210913,metamifop,20%,2021.06.11,2031.06.10,Lowly Toxic,"Lier Cropscience Co.,Ltd",,2026-05-03T19:11:19.971010
PD20210912,glufosinate-p,20%,2021.06.11,2031.06.10,Lowly Toxic,"Lier Cropscience Co.,Ltd",精草铵膦铵盐21.9%。,2026-05-03T19:11:19.971010
PD20210911,glufosinate-p,15%,2021.06.11,2031.06.10,Lowly Toxic,"Lier Cropscience Co.,Ltd",精草铵膦铵盐16.4%。,2026-05-03T19:11:19.971010
PD20210910,haloxyfop-P-methyl,17%,2021.06.11,2031.06.10,Lowly Toxic,"Chengdu Bangnong Chem Co.,Ltd.",,2026-05-03T19:11:19.971010
PD20210909,clodinafop-propargyl、pinoxaden,10%,2021.06.11,2031.06.10,Lowly Toxic,"ShangHai ShengLian Chemical Co.,Ltd.",,2026-05-03T19:11:19.971010
PD20210907,fomesafen、haloxyfop-P-methyl,14%,2021.06.11,2031.06.10,Lowly Toxic,"QIQIHAR SHENGZE PESTICIDE CO., LTD.",,2026-05-03T19:11:19.971010
PD20210906,triclopyr、glyphosate,70%,2021.06.11,2031.06.10,Lowly Toxic,"Brightmart Cropscience Co., Ltd",2022年04月02日，变更原持有人广东省佛山市盈辉作物科学有限公司。,2026-05-03T19:11:19.971010
PD20210905,pretilachlor、oxadiargyl、clomazone,48%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Kesaijinong Biotechnology Co., Ltd.",2023年3月28日，变更原持有人山东科赛基农生物科技有限公司。,2026-05-03T19:11:19.971010
PD20210904,oxaziclomefone,10%,2021.06.11,2031.06.10,Lowly Toxic,"Tianjin Book Agrochemicals Co., LTD",,2026-05-03T19:11:19.971010
PD20210903,"glyphosate、2,4-D",32.4%,2021.06.11,2031.06.10,Slightly Toxic,"Shandong Hongye Crop Science Co., LTD",2023年11月23日，变更原持有人山东万豪化工股份有限公司。2024年2月4日，变更原持有人青岛慧至生物科技有限公司。2025年7月4日，变更原持有人山东万豪农化有限公司。,2026-05-03T19:11:19.971010
PD20210902,fomesafen,250克/升,2021.06.11,2031.06.10,Lowly Toxic,"JIANGSU REPONT AGROCHEMICAL CO., LTD.",,2026-05-03T19:11:19.971010
PD20210901,triclopyr、glyphosate,60%,2021.06.11,2031.06.10,Lowly Toxic,"Guangxi Limin Pharmaceutical Co.,Ltd",,2026-05-03T19:11:19.971010
PD20210900,isoproturon、flucarbazone-Na,75%,2021.06.11,2031.06.10,Lowly Toxic,"Anhui Xitian Biotechnology Co., Ltd",,2026-05-03T19:11:19.971010
PD20210899,atrazine、quinclorac,28%,2021.06.11,2031.06.10,Lowly Toxic,"JILIN JINQIU PESTICIDE CO., LTD",,2026-05-03T19:11:19.971010
PD20210898,penoxsulam,25克/升,2021.06.11,2031.06.10,Lowly Toxic,"Jiangsu Changqing Biotechnology Co., Ltd.",,2026-05-03T19:11:19.971010
PD20210897,flumioxazin、pendimethalin,34%,2021.06.11,2031.06.10,Lowly Toxic,"SHANDONG AOKUN CROP SCIENCE CO.,LTD.",,2026-05-03T19:11:19.971010
PD20210896,clodinafop-propargyl、pinoxaden,20%,2021.06.11,2031.06.10,Lowly Toxic,"SHANDONG AOKUN CROP SCIENCE CO.,LTD.",,2026-05-03T19:11:19.971010
PD20210895,atrazine、quinclorac,37%,2021.06.11,2031.06.10,Lowly Toxic,"SHANDONG YUEMING BIOLOGICAL TECHNOLOGY CO.,LTD.",,2026-05-03T19:11:19.971010
PD20210894,dicamba,70%,2021.06.11,2031.06.10,Lowly Toxic,"Zhejiang Xinan Chemical Industrial Group Co., Ltd.",麦草畏钠盐含量为77%。,2026-05-03T19:11:19.971010
PD20210893,fluoroglycofen-ethyl、glufosinate-ammonium,20%,2021.06.11,2031.06.10,Lowly Toxic,"SHANDONG QILIN AGROCHEMICALS CO.,LTD",,2026-05-03T19:11:19.971010
PD20210892,pendimethalin、oxadiazon,39%,2021.06.11,2031.06.10,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",,2026-05-03T19:11:19.971010
PD20210891,glyphosate、bensulfuron-methyl,75%,2021.06.11,2031.06.10,Lowly Toxic,"Sichuan Leshan Fuhua Tong Da Agro-chemical Technology Co.,Ltd",2023年1月19日，变更原持有人四川省乐山市福华通达农药科技有限公司。,2026-05-03T19:11:19.971010
PD20210890,metamifop,10%,2021.06.11,2031.06.10,Lowly Toxic,"Anhui JiuYi Agriculture Co., Ltd.",,2026-05-03T19:11:19.971010
PD20210888,sulfometuron-methyl,75%,2021.06.11,2031.06.10,Lowly Toxic,"Jiangsu Rotam Chemistry Co., Ltd",,2026-05-03T19:11:19.971010
PD20210887,clodinafop-propargyl、mesosulfuron-methyl,11.5%,2021.06.11,2031.06.10,Lowly Toxic,"Guangdong Haode Crop Science Co.,Ltd.",,2026-05-03T19:11:19.971010
PD20210886,atrazine、quinclorac,30%,2021.06.11,2031.06.10,Lowly Toxic,abc,2025年7月4日，变更原持有人山东奥坤作物科学股份有限公司。,2026-05-03T19:11:19.971010
PD20210884,isoproturon、diflufenican,60%,2021.06.11,2031.06.10,Lowly Toxic,"YIFAN BIOTECHNOLOGY GROUP CO., LTD.",,2026-05-03T19:11:19.971010
PD20210883,anilofos、oxadiargyl、clomazone,37%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Dehao Chemical Co., Ltd.",,2026-05-03T19:11:19.971010
PD20210882,metribuzin,600克/升,2021.06.11,2031.06.10,Lowly Toxic,"Zhejiang Zhongshan Chemical Industry Group Co., Ltd.",,2026-05-03T19:11:21.743760
PD20210881,oxyfluorfen、glufosinate-ammonium,17%,2021.06.11,2031.06.10,Lowly Toxic,"TIANJIN SHIPULE PESTICIDE TECHNOLOGY DEP.CO.,LTD",,2026-05-03T19:11:21.743760
PD20210879,atrazine,50%,2021.06.11,2031.06.10,Lowly Toxic,"HEBEI SHANLI CHEMICAL CO., LTD.",,2026-05-03T19:11:21.743760
PD20210878,dicamba,70%,2021.06.11,2031.06.10,Lowly Toxic,"Youjia Crop Protection Co., Ltd.",麦草畏钠盐77%。,2026-05-03T19:11:21.743760
PD20210876,glyphosate、MCPA,36%,2021.06.11,2031.06.10,Lowly Toxic,"LEPING  SIRIDE BIO-FERTILIZER  PESTICIDE  CO.,LTD",草甘膦异丙铵盐41%，2甲4氯异丙胺盐7.3%。,2026-05-03T19:11:21.743760
PD20210874,Broflanilide,5%,2021.06.11,2031.06.10,Lowly Toxic,,2023年6月3日，变更原持有人日本三井化学AGRO株式会社。 2024年11月26日，增加辣椒(保护地)棉铃虫、辣椒(保护地)蓟马、小白菜小菜蛾、小白菜黄条跳甲。,2026-05-03T19:11:21.743760
PD20210873,暂无,20%,2021.06.11,2031.06.10,Slightly Toxic,,2022年01月08日，登记证持有人变更，原持有人为美国杜邦公司。,2026-05-03T19:11:21.743760
PD20210872,chlorantraniliprole、abamectin-aminomethyl,19.4%,2021.06.11,2031.06.10,Lowly Toxic,"Shanghai Yuelian Biotech Co., Ltd.",甲氨基阿维菌素苯甲酸盐5%。 2024年5月21日，增加扁豆豆荚螟。,2026-05-03T19:11:21.743760
PD20210871,chlorfenapyr、lufenuron,24%,2021.06.11,2031.06.10,Lowly Toxic,"Anhui Meiland Agricultural Development Co., Ltd",,2026-05-03T19:11:21.743760
PD20210870,thiamethoxam、flonicamid,60%,2021.06.11,2031.06.10,Lowly Toxic,"Jinan Yinong Chemical Co.,Ltd.",2023年10月27日，增加茶树茶小绿叶蝉。 2024年5月21日，增加小麦蚜虫。2024年7月4日，变更原持有人山东省济南一农化工有限公司。,2026-05-03T19:11:21.743760
PD20210868,spirodiclofen、cyetpyrafen,30%,2021.06.11,2031.06.10,Lowly Toxic,"Youjia Crop Protection Co., Ltd.",2024年3月20日，增加观赏月季红蜘蛛。,2026-05-03T19:11:21.743760
PD20210867,tolfenpyrad、abamectin-aminomethyl,6.8%,2021.06.11,2031.06.10,Lowly Toxic,"Jiangxi Zhonghe Chemical Co., Ltd.",甲氨基阿维菌素苯甲酸盐1%。,2026-05-03T19:11:21.743760
PD20210866,clothianidin,0.2%,2021.06.11,2031.06.10,Slightly Toxic,"He' nan xiaolongren agriculture technology co., ltd",,2026-05-03T19:11:21.743760
PD20210865,spirotetramat、pyriproxyfen,25%,2021.06.11,2031.06.10,Slightly Toxic,"Hebei Nongxin Bio-technology Co.,Ltd",2022年04月02日，变更原持有人河北瑞宝德生物化学有限公司。,2026-05-03T19:11:21.743760
PD20210864,chlorfenapyr、abamectin-aminomethyl,11.8%,2021.06.11,2031.06.10,Lowly Toxic,"Shandong Yetian Biotechnology Co., Ltd",甲氨基阿维菌素苯甲酸盐含量2%。,2026-05-03T19:11:21.743760
PD20210863,deltamethrin、flonicamid,10%,2021.06.11,2031.06.10,Lowly Toxic,"Shaanxi Mei Bang Pharmaceutical Group Co., Ltd.",,2026-05-03T19:11:21.743760
PD20210862,chlorfenapyr、lufenuron,24%,2021.06.11,2031.06.10,Lowly Toxic,"Shaanxi Yitianfeng Crop Technology Co., Ltd",,2026-05-03T19:11:21.743760
